SUBID,month_id,watch_date,watch_time,month,day_name,day_type,month_Name,Tv_Channel,Time_of_day,Duration,Usage_level,hour_of_day,Region,Age,Age_Group,Email_flag,Social_Media_flag,Gender,Race
889840,2016-03-20,2016-03-20,20:18:00,2016-03,Sun,weekday,Mar,Supersport Live Events,04 evening,00:00:00,05 extreme usage:>2 hrs,20,Mpumalanga,31,youth,1,1,male,black
2368371,2016-03-26,2016-03-26,10:25:00,2016-03,Sat,weekday,Mar,Supersport Live Events,02 morning,00:08:12,05 extreme usage:>2 hrs,10,Western Cape,44,adult,1,1,male,coloured
617535,2016-01-11,2016-01-11,20:08:00,2016-01,Mon,weekday,Jan,Africa Magic,04 evening,00:00:11,05 extreme usage:>2 hrs,20,Gauteng,40,adult,1,1,male,indian_asian
617961,2016-01-31,2016-01-31,22:06:00,2016-01,Sun,weekday,Jan,Boomerang,04 evening,00:09:11,05 extreme usage:>2 hrs,22,Mpumalanga,30,youth,1,1,male,indian_asian
771797,2016-02-03,2016-02-03,13:31:00,2016-02,Wed,weekday,Feb,SuperSport Blitz,03 afternoon,00:00:32,05 extreme usage:>2 hrs,13,Gauteng,35,youth,1,1,male,None
67584,2016-01-18,2016-01-18,15:04:00,2016-01,Mon,weekday,Jan,Supersport Live Events,03 afternoon,00:05:58,05 extreme usage:>2 hrs,15,Western Cape,58,elder,1,1,male,white
808936,2016-03-24,2016-03-24,12:31:00,2016-03,Thu,weekday,Mar,Supersport Live Events,03 afternoon,00:05:50,05 extreme usage:>2 hrs,12,Gauteng,23,youth,1,1,male,white
808936,2016-02-18,2016-02-18,10:25:00,2016-02,Thu,weekday,Feb,Supersport Live Events,02 morning,00:00:00,05 extreme usage:>2 hrs,10,Gauteng,23,youth,1,1,male,white
590480,2016-01-04,2016-01-04,16:11:00,2016-01,Mon,weekday,Jan,Africa Magic,03 afternoon,00:02:47,05 extreme usage:>2 hrs,16,Western Cape,10,child,1,1,female,indian_asian
831713,2016-03-14,2016-03-14,07:08:00,2016-03,Mon,weekday,Mar,Trace TV,02 morning,00:07:06,05 extreme usage:>2 hrs,7,North West,26,youth,1,1,female,black
831713,2016-03-07,2016-03-07,14:45:00,2016-03,Mon,weekday,Mar,Trace TV,03 afternoon,00:15:21,05 extreme usage:>2 hrs,14,North West,26,youth,1,1,female,black
817216,2016-02-24,2016-02-24,15:57:00,2016-02,Wed,weekday,Feb,ICC Cricket World Cup 2011,03 afternoon,00:02:56,05 extreme usage:>2 hrs,15,Kwazulu Natal,31,youth,1,1,male,white
817216,2016-02-25,2016-02-25,21:13:00,2016-02,Thu,weekday,Feb,M-Net,04 evening,00:00:00,05 extreme usage:>2 hrs,21,Kwazulu Natal,31,youth,1,1,male,white
2406478,2016-03-26,2016-03-26,13:50:00,2016-03,Sat,weekday,Mar,Supersport Live Events,03 afternoon,00:07:00,05 extreme usage:>2 hrs,13,Eastern Cape,39,adult,1,1,male,unknown
793592,2016-03-21,2016-03-21,12:34:00,2016-03,Mon,weekday,Mar,Channel O,03 afternoon,01:06:21,05 extreme usage:>2 hrs,12,None,0,infant,1,1,None,None
904063,2016-03-26,2016-03-26,22:02:00,2016-03,Sat,weekday,Mar,Cartoon Network,04 evening,00:00:17,05 extreme usage:>2 hrs,22,Gauteng,34,youth,1,1,male,black
904063,2016-03-26,2016-03-26,20:09:00,2016-03,Sat,weekday,Mar,Cartoon Network,04 evening,00:00:15,05 extreme usage:>2 hrs,20,Gauteng,34,youth,1,1,male,black
586459,2016-01-02,2016-01-02,09:49:00,2016-01,Sat,weekday,Jan,Cartoon Network,02 morning,00:05:10,05 extreme usage:>2 hrs,9,Free State,22,youth,1,1,male,black
791320,2016-03-05,2016-03-05,12:57:00,2016-03,Sat,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:00:14,05 extreme usage:>2 hrs,12,Kwazulu Natal,37,adult,1,1,female,indian_asian
791320,2016-03-06,2016-03-06,09:33:00,2016-03,Sun,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:13:04,05 extreme usage:>2 hrs,9,Kwazulu Natal,37,adult,1,1,female,indian_asian
791320,2016-03-06,2016-03-06,08:32:00,2016-03,Sun,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:13:54,05 extreme usage:>2 hrs,8,Kwazulu Natal,37,adult,1,1,female,indian_asian
771802,2016-01-02,2016-01-02,12:42:00,2016-01,Sat,weekday,Jan,Boomerang,03 afternoon,00:09:55,05 extreme usage:>2 hrs,12,Western Cape,43,adult,1,1,male,coloured
771802,2016-01-30,2016-01-30,14:11:00,2016-01,Sat,weekday,Jan,Supersport Live Events,03 afternoon,01:23:54,05 extreme usage:>2 hrs,14,Western Cape,43,adult,1,1,male,coloured
771802,2016-01-01,2016-01-01,11:25:00,2016-01,Fri,weekday,Jan,CNN,02 morning,00:00:21,05 extreme usage:>2 hrs,11,Western Cape,43,adult,1,1,male,coloured
771802,2016-01-08,2016-01-08,14:50:00,2016-01,Fri,weekday,Jan,Supersport Live Events,03 afternoon,00:06:06,05 extreme usage:>2 hrs,14,Western Cape,43,adult,1,1,male,coloured
771802,2016-01-01,2016-01-01,02:37:00,2016-01,Fri,weekday,Jan,CNN,01 midnight,00:01:06,05 extreme usage:>2 hrs,2,Western Cape,43,adult,1,1,male,coloured
771802,2016-02-12,2016-02-12,16:51:00,2016-02,Fri,weekday,Feb,Supersport Live Events,03 afternoon,01:19:52,05 extreme usage:>2 hrs,16,Western Cape,43,adult,1,1,male,coloured
808941,2016-03-01,2016-03-01,00:30:00,2016-03,Tue,weekday,Mar,SuperSport Blitz,01 midnight,00:00:32,05 extreme usage:>2 hrs,0,Western Cape,36,adult,1,1,male,coloured
600713,2016-01-01,2016-01-01,14:32:00,2016-01,Fri,weekday,Jan,Channel O,03 afternoon,00:47:18,05 extreme usage:>2 hrs,14,Kwazulu Natal,31,youth,1,1,male,black
600713,2016-01-13,2016-01-13,14:27:00,2016-01,Wed,weekday,Jan,Channel O,03 afternoon,00:00:27,05 extreme usage:>2 hrs,14,Kwazulu Natal,31,youth,1,1,male,black
2407123,2016-03-14,2016-03-14,07:40:00,2016-03,Mon,weekday,Mar,Boomerang,02 morning,00:00:44,05 extreme usage:>2 hrs,7,Mpumalanga,24,youth,1,1,male,black
2407123,2016-03-08,2016-03-08,21:04:00,2016-03,Tue,weekday,Mar,Cartoon Network,04 evening,00:08:40,05 extreme usage:>2 hrs,21,Mpumalanga,24,youth,1,1,male,black
2407123,2016-03-06,2016-03-06,09:48:00,2016-03,Sun,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:00:06,05 extreme usage:>2 hrs,9,Mpumalanga,24,youth,1,1,male,black
939600,2016-03-19,2016-03-19,02:07:00,2016-03,Sat,weekday,Mar,Africa Magic,01 midnight,00:00:14,05 extreme usage:>2 hrs,2,Gauteng,31,youth,1,1,male,black
939600,2016-03-20,2016-03-20,14:34:00,2016-03,Sun,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:00:42,05 extreme usage:>2 hrs,14,Gauteng,31,youth,1,1,male,black
939600,2016-03-20,2016-03-20,15:36:00,2016-03,Sun,weekday,Mar,Supersport Live Events,03 afternoon,00:01:14,05 extreme usage:>2 hrs,15,Gauteng,31,youth,1,1,male,black
939602,2016-03-22,2016-03-22,16:45:00,2016-03,Tue,weekday,Mar,Channel O,03 afternoon,00:15:03,05 extreme usage:>2 hrs,16,Eastern Cape,18,teenager,1,1,male,coloured
939602,2016-03-18,2016-03-18,20:38:00,2016-03,Fri,weekday,Mar,Cartoon Network,04 evening,00:00:00,05 extreme usage:>2 hrs,20,Eastern Cape,18,teenager,1,1,male,coloured
939602,2016-03-18,2016-03-18,08:19:00,2016-03,Fri,weekday,Mar,Supersport Live Events,02 morning,00:00:12,05 extreme usage:>2 hrs,8,Eastern Cape,18,teenager,1,1,male,coloured
939602,2016-03-18,2016-03-18,20:05:00,2016-03,Fri,weekday,Mar,Cartoon Network,04 evening,00:00:11,05 extreme usage:>2 hrs,20,Eastern Cape,18,teenager,1,1,male,coloured
939602,2016-03-20,2016-03-20,12:27:00,2016-03,Sun,weekday,Mar,Cartoon Network,03 afternoon,00:00:49,05 extreme usage:>2 hrs,12,Eastern Cape,18,teenager,1,1,male,coloured
939602,2016-03-28,2016-03-28,13:33:00,2016-03,Mon,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:01:46,05 extreme usage:>2 hrs,13,Eastern Cape,18,teenager,1,1,male,coloured
939602,2016-03-28,2016-03-28,13:46:00,2016-03,Mon,weekday,Mar,Channel O,03 afternoon,00:05:00,05 extreme usage:>2 hrs,13,Eastern Cape,18,teenager,1,1,male,coloured
939602,2016-03-25,2016-03-25,04:46:00,2016-03,Fri,weekday,Mar,Channel O,01 midnight,00:45:00,05 extreme usage:>2 hrs,4,Eastern Cape,18,teenager,1,1,male,coloured
939602,2016-03-25,2016-03-25,04:26:00,2016-03,Fri,weekday,Mar,Africa Magic,01 midnight,00:03:32,05 extreme usage:>2 hrs,4,Eastern Cape,18,teenager,1,1,male,coloured
939602,2016-03-29,2016-03-29,09:28:00,2016-03,Tue,weekday,Mar,Channel O,02 morning,00:04:30,05 extreme usage:>2 hrs,9,Eastern Cape,18,teenager,1,1,male,coloured
939602,2016-03-21,2016-03-21,16:36:00,2016-03,Mon,weekday,Mar,Africa Magic,03 afternoon,00:02:07,05 extreme usage:>2 hrs,16,Eastern Cape,18,teenager,1,1,male,coloured
866315,2016-03-17,2016-03-17,22:32:00,2016-03,Thu,weekday,Mar,Boomerang,04 evening,00:00:35,05 extreme usage:>2 hrs,22,Gauteng,35,youth,1,1,male,black
939603,2016-03-30,2016-03-30,08:47:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:34:22,05 extreme usage:>2 hrs,8,Limpopo,30,youth,1,1,male,indian_asian
808945,2016-03-01,2016-03-01,19:19:00,2016-03,Tue,weekday,Mar,Break in transmission,04 evening,00:00:58,05 extreme usage:>2 hrs,19,Western Cape,43,adult,1,1,male,None
301011,2016-01-08,2016-01-08,17:03:00,2016-01,Fri,weekday,Jan,SuperSport Blitz,03 afternoon,00:01:08,05 extreme usage:>2 hrs,17,North West,47,adult,1,1,male,black
831720,2016-03-01,2016-03-01,15:04:00,2016-03,Tue,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:04:16,05 extreme usage:>2 hrs,15,Western Cape,29,youth,1,1,male,coloured
831720,2016-03-01,2016-03-01,14:59:00,2016-03,Tue,weekday,Mar,ICC Cricket World Cup 2011,03 afternoon,00:10:10,05 extreme usage:>2 hrs,14,Western Cape,29,youth,1,1,male,coloured
831721,2016-03-02,2016-03-02,19:29:00,2016-03,Wed,weekday,Mar,Channel O,04 evening,00:04:39,05 extreme usage:>2 hrs,19,Limpopo,22,youth,1,1,male,black
831721,2016-03-02,2016-03-02,19:33:00,2016-03,Wed,weekday,Mar,SawSee,04 evening,00:02:05,05 extreme usage:>2 hrs,19,Limpopo,22,youth,1,1,male,black
895195,2016-03-23,2016-03-23,19:06:00,2016-03,Wed,weekday,Mar,Trace TV,04 evening,00:07:48,05 extreme usage:>2 hrs,19,Limpopo,21,youth,1,1,male,white
1289864,2016-01-26,2016-01-26,07:40:00,2016-01,Tue,weekday,Jan,Trace TV,02 morning,00:00:00,05 extreme usage:>2 hrs,7,Kwazulu Natal,26,youth,1,1,male,indian_asian
808948,2016-02-11,2016-02-11,05:04:00,2016-02,Thu,weekday,Feb,SuperSport Blitz,01 midnight,00:02:00,05 extreme usage:>2 hrs,5,Western Cape,43,adult,1,1,female,coloured
808948,2016-02-18,2016-02-18,03:26:00,2016-02,Thu,weekday,Feb,Channel O,01 midnight,00:00:12,05 extreme usage:>2 hrs,3,Western Cape,43,adult,1,1,female,coloured
808948,2016-02-18,2016-02-18,13:46:00,2016-02,Thu,weekday,Feb,Channel O,03 afternoon,00:00:57,05 extreme usage:>2 hrs,13,Western Cape,43,adult,1,1,female,coloured
808948,2016-02-24,2016-02-24,09:36:00,2016-02,Wed,weekday,Feb,Channel O,02 morning,00:01:00,05 extreme usage:>2 hrs,9,Western Cape,43,adult,1,1,female,coloured
808948,2016-03-18,2016-03-18,11:42:00,2016-03,Fri,weekday,Mar,Trace TV,02 morning,00:01:24,05 extreme usage:>2 hrs,11,Western Cape,43,adult,1,1,female,coloured
808948,2016-03-18,2016-03-18,11:55:00,2016-03,Fri,weekday,Mar,Channel O,02 morning,00:29:21,05 extreme usage:>2 hrs,11,Western Cape,43,adult,1,1,female,coloured
808948,2016-02-10,2016-02-10,19:46:00,2016-02,Wed,weekday,Feb,Channel O,04 evening,00:00:27,05 extreme usage:>2 hrs,19,Western Cape,43,adult,1,1,female,coloured
808948,2016-03-20,2016-03-20,15:49:00,2016-03,Sun,weekday,Mar,Channel O,03 afternoon,00:00:18,05 extreme usage:>2 hrs,15,Western Cape,43,adult,1,1,female,coloured
808948,2016-02-23,2016-02-23,11:18:00,2016-02,Tue,weekday,Feb,ICC Cricket World Cup 2011,02 morning,00:14:44,05 extreme usage:>2 hrs,11,Western Cape,43,adult,1,1,female,coloured
808948,2016-02-13,2016-02-13,01:05:00,2016-02,Sat,weekday,Feb,Channel O,01 midnight,00:01:42,05 extreme usage:>2 hrs,1,Western Cape,43,adult,1,1,female,coloured
779395,2016-02-14,2016-02-14,12:01:00,2016-02,Sun,weekday,Feb,Cartoon Network,03 afternoon,00:02:55,05 extreme usage:>2 hrs,12,Western Cape,23,youth,1,1,male,coloured
779395,2016-02-10,2016-02-10,14:07:00,2016-02,Wed,weekday,Feb,Trace TV,03 afternoon,00:16:48,05 extreme usage:>2 hrs,14,Western Cape,23,youth,1,1,male,coloured
904090,2016-03-23,2016-03-23,17:33:00,2016-03,Wed,weekday,Mar,Boomerang,03 afternoon,00:00:24,05 extreme usage:>2 hrs,17,Kwazulu Natal,25,youth,1,1,male,None
1106115,2016-01-11,2016-01-11,16:06:00,2016-01,Mon,weekday,Jan,Africa Magic,03 afternoon,00:06:25,05 extreme usage:>2 hrs,16,Western Cape,26,youth,1,1,female,black
1106115,2016-01-11,2016-01-11,15:33:00,2016-01,Mon,weekday,Jan,Trace TV,03 afternoon,00:05:57,05 extreme usage:>2 hrs,15,Western Cape,26,youth,1,1,female,black
820361,2016-03-05,2016-03-05,17:29:00,2016-03,Sat,weekday,Mar,Supersport Live Events,03 afternoon,00:02:48,05 extreme usage:>2 hrs,17,Mpumalanga,28,youth,1,1,male,white
820361,2016-03-20,2016-03-20,17:58:00,2016-03,Sun,weekday,Mar,Supersport Live Events,03 afternoon,00:02:12,05 extreme usage:>2 hrs,17,Mpumalanga,28,youth,1,1,male,white
820361,2016-02-27,2016-02-27,12:54:00,2016-02,Sat,weekday,Feb,SuperSport Blitz,03 afternoon,00:08:26,05 extreme usage:>2 hrs,12,Mpumalanga,28,youth,1,1,male,white
820361,2016-02-27,2016-02-27,13:14:00,2016-02,Sat,weekday,Feb,Supersport Live Events,03 afternoon,00:00:20,05 extreme usage:>2 hrs,13,Mpumalanga,28,youth,1,1,male,white
820361,2016-02-27,2016-02-27,16:06:00,2016-02,Sat,weekday,Feb,Supersport Live Events,03 afternoon,00:00:08,05 extreme usage:>2 hrs,16,Mpumalanga,28,youth,1,1,male,white
820361,2016-03-03,2016-03-03,06:11:00,2016-03,Thu,weekday,Mar,Cartoon Network,02 morning,00:00:06,05 extreme usage:>2 hrs,6,Mpumalanga,28,youth,1,1,male,white
771816,2016-01-01,2016-01-01,06:59:00,2016-01,Fri,weekday,Jan,SawSee,02 morning,00:01:19,05 extreme usage:>2 hrs,6,Gauteng,31,youth,1,1,male,black
771816,2016-01-01,2016-01-01,07:02:00,2016-01,Fri,weekday,Jan,Channel O,02 morning,00:00:39,05 extreme usage:>2 hrs,7,Gauteng,31,youth,1,1,male,black
771816,2016-01-01,2016-01-01,17:29:00,2016-01,Fri,weekday,Jan,Trace TV,03 afternoon,00:01:57,05 extreme usage:>2 hrs,17,Gauteng,31,youth,1,1,male,black
771816,2016-03-23,2016-03-23,11:09:00,2016-03,Wed,weekday,Mar,Cartoon Network,02 morning,00:01:03,05 extreme usage:>2 hrs,11,Gauteng,31,youth,1,1,male,black
771816,2016-02-06,2016-02-06,19:26:00,2016-02,Sat,weekday,Feb,Trace TV,04 evening,00:01:15,05 extreme usage:>2 hrs,19,Gauteng,31,youth,1,1,male,black
771816,2016-02-27,2016-02-27,09:32:00,2016-02,Sat,weekday,Feb,Trace TV,02 morning,00:00:00,05 extreme usage:>2 hrs,9,Gauteng,31,youth,1,1,male,black
771816,2016-03-07,2016-03-07,03:54:00,2016-03,Mon,weekday,Mar,Trace TV,01 midnight,00:01:57,05 extreme usage:>2 hrs,3,Gauteng,31,youth,1,1,male,black
771816,2016-03-01,2016-03-01,06:27:00,2016-03,Tue,weekday,Mar,Cartoon Network,02 morning,00:04:14,05 extreme usage:>2 hrs,6,Gauteng,31,youth,1,1,male,black
788649,2016-01-15,2016-01-15,16:12:00,2016-01,Fri,weekday,Jan,SuperSport Blitz,03 afternoon,00:02:38,05 extreme usage:>2 hrs,16,Gauteng,39,adult,1,1,male,white
939606,2016-03-30,2016-03-30,05:53:00,2016-03,Wed,weekday,Mar,Cartoon Network,01 midnight,00:00:44,05 extreme usage:>2 hrs,5,Western Cape,38,adult,1,1,male,coloured
831728,2016-03-12,2016-03-12,20:45:00,2016-03,Sat,weekday,Mar,SuperSport Blitz,04 evening,00:01:24,05 extreme usage:>2 hrs,20,Eastern Cape,35,youth,1,1,female,black
939607,2016-03-30,2016-03-30,11:56:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:00:46,05 extreme usage:>2 hrs,11,Limpopo,29,youth,1,1,male,indian_asian
808949,2016-02-20,2016-02-20,06:53:00,2016-02,Sat,weekday,Feb,Africa Magic,02 morning,00:03:40,05 extreme usage:>2 hrs,6,Kwazulu Natal,35,youth,1,1,female,black
808949,2016-02-15,2016-02-15,17:52:00,2016-02,Mon,weekday,Feb,Africa Magic,03 afternoon,00:00:29,05 extreme usage:>2 hrs,17,Kwazulu Natal,35,youth,1,1,female,black
808949,2016-03-02,2016-03-02,10:21:00,2016-03,Wed,weekday,Mar,Africa Magic,02 morning,00:00:23,05 extreme usage:>2 hrs,10,Kwazulu Natal,35,youth,1,1,female,black
808949,2016-02-14,2016-02-14,07:56:00,2016-02,Sun,weekday,Feb,Africa Magic,02 morning,00:00:25,05 extreme usage:>2 hrs,7,Kwazulu Natal,35,youth,1,1,female,black
808949,2016-03-09,2016-03-09,08:24:00,2016-03,Wed,weekday,Mar,Boomerang,02 morning,00:01:10,05 extreme usage:>2 hrs,8,Kwazulu Natal,35,youth,1,1,female,black
806460,2016-02-13,2016-02-13,19:58:00,2016-02,Sat,weekday,Feb,Boomerang,04 evening,00:00:00,05 extreme usage:>2 hrs,19,Kwazulu Natal,39,adult,1,1,male,indian_asian
460303,2016-01-22,2016-01-22,16:30:00,2016-01,Fri,weekday,Jan,Cartoon Network,03 afternoon,00:01:15,05 extreme usage:>2 hrs,16,None,0,infant,1,1,None,None
808950,2016-02-18,2016-02-18,13:25:00,2016-02,Thu,weekday,Feb,Boomerang,03 afternoon,00:02:37,05 extreme usage:>2 hrs,13,Free State,18,teenager,1,1,male,black
808950,2016-02-18,2016-02-18,13:02:00,2016-02,Thu,weekday,Feb,Channel O,03 afternoon,00:01:06,05 extreme usage:>2 hrs,13,Free State,18,teenager,1,1,male,black
808950,2016-02-18,2016-02-18,05:57:00,2016-02,Thu,weekday,Feb,Boomerang,01 midnight,00:00:04,05 extreme usage:>2 hrs,5,Free State,18,teenager,1,1,male,black
808950,2016-02-20,2016-02-20,14:29:00,2016-02,Sat,weekday,Feb,Supersport Live Events,03 afternoon,00:02:54,05 extreme usage:>2 hrs,14,Free State,18,teenager,1,1,male,black
808950,2016-03-03,2016-03-03,18:08:00,2016-03,Thu,weekday,Mar,SuperSport Blitz,04 evening,00:05:38,05 extreme usage:>2 hrs,18,Free State,18,teenager,1,1,male,black
808950,2016-02-18,2016-02-18,04:24:00,2016-02,Thu,weekday,Feb,Channel O,01 midnight,00:02:15,05 extreme usage:>2 hrs,4,Free State,18,teenager,1,1,male,black
808950,2016-02-18,2016-02-18,07:37:00,2016-02,Thu,weekday,Feb,Trace TV,02 morning,00:00:12,05 extreme usage:>2 hrs,7,Free State,18,teenager,1,1,male,black
808950,2016-02-18,2016-02-18,14:49:00,2016-02,Thu,weekday,Feb,Channel O,03 afternoon,00:00:51,05 extreme usage:>2 hrs,14,Free State,18,teenager,1,1,male,black
808950,2016-03-06,2016-03-06,14:41:00,2016-03,Sun,weekday,Mar,Supersport Live Events,03 afternoon,00:00:16,05 extreme usage:>2 hrs,14,Free State,18,teenager,1,1,male,black
808950,2016-03-03,2016-03-03,04:23:00,2016-03,Thu,weekday,Mar,SuperSport Blitz,01 midnight,00:11:20,05 extreme usage:>2 hrs,4,Free State,18,teenager,1,1,male,black
808950,2016-03-27,2016-03-27,10:37:00,2016-03,Sun,weekday,Mar,SuperSport Blitz,02 morning,00:00:22,05 extreme usage:>2 hrs,10,Free State,18,teenager,1,1,male,black
892644,2016-03-21,2016-03-21,07:49:00,2016-03,Mon,weekday,Mar,Boomerang,02 morning,00:04:54,05 extreme usage:>2 hrs,7,Gauteng,18,teenager,1,1,male,black
925955,2016-03-30,2016-03-30,08:40:00,2016-03,Wed,weekday,Mar,ICC Cricket World Cup 2011,02 morning,00:06:00,05 extreme usage:>2 hrs,8,Gauteng,23,youth,1,1,male,indian_asian
771823,2016-02-06,2016-02-06,11:10:00,2016-02,Sat,weekday,Feb,Channel O,02 morning,00:01:15,05 extreme usage:>2 hrs,11,Western Cape,26,youth,1,1,male,black
853642,2016-03-06,2016-03-06,21:22:00,2016-03,Sun,weekday,Mar,E! Entertainment,04 evening,00:00:00,05 extreme usage:>2 hrs,21,Kwazulu Natal,24,youth,1,1,male,coloured
904101,2016-03-28,2016-03-28,20:22:00,2016-03,Mon,weekday,Mar,Trace TV,04 evening,00:01:06,05 extreme usage:>2 hrs,20,Gauteng,29,youth,1,1,male,indian_asian
904101,2016-03-24,2016-03-24,22:59:00,2016-03,Thu,weekday,Mar,E! Entertainment,04 evening,00:00:00,05 extreme usage:>2 hrs,22,Gauteng,29,youth,1,1,male,indian_asian
904101,2016-03-26,2016-03-26,13:21:00,2016-03,Sat,weekday,Mar,Africa Magic,03 afternoon,00:01:23,05 extreme usage:>2 hrs,13,Gauteng,29,youth,1,1,male,indian_asian
831732,2016-03-03,2016-03-03,11:22:00,2016-03,Thu,weekday,Mar,Trace TV,02 morning,00:10:45,05 extreme usage:>2 hrs,11,Gauteng,22,youth,1,1,male,coloured
831732,2016-03-08,2016-03-08,17:51:00,2016-03,Tue,weekday,Mar,Cartoon Network,03 afternoon,00:01:23,05 extreme usage:>2 hrs,17,Gauteng,22,youth,1,1,male,coloured
831732,2016-03-15,2016-03-15,22:32:00,2016-03,Tue,weekday,Mar,ICC Cricket World Cup 2011,04 evening,00:00:20,05 extreme usage:>2 hrs,22,Gauteng,22,youth,1,1,male,coloured
1106137,2016-01-08,2016-01-08,21:02:00,2016-01,Fri,weekday,Jan,E! Entertainment,04 evening,00:02:32,05 extreme usage:>2 hrs,21,Western Cape,39,adult,1,1,male,coloured
1106137,2016-01-08,2016-01-08,21:13:00,2016-01,Fri,weekday,Jan,Cartoon Network,04 evening,00:00:00,05 extreme usage:>2 hrs,21,Western Cape,39,adult,1,1,male,coloured
865372,2016-03-28,2016-03-28,06:07:00,2016-03,Mon,weekday,Mar,Boomerang,02 morning,00:01:03,05 extreme usage:>2 hrs,6,Kwazulu Natal,29,youth,1,1,female,coloured
865372,2016-03-27,2016-03-27,05:10:00,2016-03,Sun,weekday,Mar,Boomerang,01 midnight,00:07:27,05 extreme usage:>2 hrs,5,Kwazulu Natal,29,youth,1,1,female,coloured
2255518,2016-02-05,2016-02-05,10:14:00,2016-02,Fri,weekday,Feb,Supersport Live Events,02 morning,00:01:06,05 extreme usage:>2 hrs,10,Gauteng,56,elder,1,1,male,black
2255518,2016-02-26,2016-02-26,13:14:00,2016-02,Fri,weekday,Feb,CNN,03 afternoon,00:00:36,05 extreme usage:>2 hrs,13,Gauteng,56,elder,1,1,male,black
2255518,2016-02-15,2016-02-15,05:24:00,2016-02,Mon,weekday,Feb,Break in transmission,01 midnight,00:00:21,05 extreme usage:>2 hrs,5,Gauteng,56,elder,1,1,male,black
2255518,2016-02-24,2016-02-24,09:54:00,2016-02,Wed,weekday,Feb,ICC Cricket World Cup 2011,02 morning,00:00:00,05 extreme usage:>2 hrs,9,Gauteng,56,elder,1,1,male,black
2255518,2016-01-12,2016-01-12,15:23:00,2016-01,Tue,weekday,Jan,Supersport Live Events,03 afternoon,00:01:02,05 extreme usage:>2 hrs,15,Gauteng,56,elder,1,1,male,black
2255518,2016-01-28,2016-01-28,09:45:00,2016-01,Thu,weekday,Jan,Supersport Live Events,02 morning,00:02:06,05 extreme usage:>2 hrs,9,Gauteng,56,elder,1,1,male,black
2255518,2016-01-03,2016-01-03,14:58:00,2016-01,Sun,weekday,Jan,Channel O,03 afternoon,00:00:00,05 extreme usage:>2 hrs,14,Gauteng,56,elder,1,1,male,black
779410,2016-01-21,2016-01-21,17:19:00,2016-01,Thu,weekday,Jan,Cartoon Network,03 afternoon,00:04:11,05 extreme usage:>2 hrs,17,Gauteng,26,youth,1,1,female,coloured
779410,2016-02-03,2016-02-03,12:04:00,2016-02,Wed,weekday,Feb,Trace TV,03 afternoon,00:02:36,05 extreme usage:>2 hrs,12,Gauteng,26,youth,1,1,female,coloured
771830,2016-01-01,2016-01-01,14:43:00,2016-01,Fri,weekday,Jan,Trace TV,03 afternoon,00:00:30,05 extreme usage:>2 hrs,14,Gauteng,49,adult,1,1,male,black
507286,2016-01-02,2016-01-02,15:59:00,2016-01,Sat,weekday,Jan,Trace TV,03 afternoon,01:28:33,05 extreme usage:>2 hrs,15,Eastern Cape,11,child,1,1,female,None
507286,2016-01-04,2016-01-04,17:01:00,2016-01,Mon,weekday,Jan,Cartoon Network,03 afternoon,00:00:02,05 extreme usage:>2 hrs,17,Eastern Cape,11,child,1,1,female,None
507286,2016-01-04,2016-01-04,07:31:00,2016-01,Mon,weekday,Jan,Boomerang,02 morning,00:05:36,05 extreme usage:>2 hrs,7,Eastern Cape,11,child,1,1,female,None
